abstract,author,authoritativeMN,authorLastName,beginDate,"
",,blockedReplicationMN,changePermission,checksum,checksumAlgorithm,class,contactOrganization,datasource,dataUrl,dateModified,datePublished,dateUploaded,decade,documents,eastBoundCoord,edition,endDate,family,fileID,formatId,formatType,gcmdKeyword,genus,geoform,id,identifier,investigator,isDocumentedBy,isPublic,isSpatial,keyConcept,keywords,kingdom,LTERSite,namedLocation,noBoundingBox,northBoundCoord,numberReplicas,obsoletedBy,obsoletes,ogcUrl,order,origin,originator,parameter,phylum,placeKey,preferredReplicationMN,presentationCat,project,pubDate,purpose,readPermission,relatedOrganizations,replicaMN,replicationAllowed,replicaVerifiedDate,resourceMap,rightsHolder,scientificName,sensor,site,size,sku,source,southBoundCoord,species,submitter,term,title,topic,updateDate,webUrl,westBoundCoord,writePermission
"The paleoecological record allows contemporary ecologists to put current phenomena into the context of a longer time-frame, thereby providing the opportunity to evaluate the importance of slowly operating processes, past cyclic or unusual events, disturbance regimes, and historically constrained phenomena. We briefly outline the environmental history of the Quaternary, discuss the spatial and temporal resolution of the paleoecological evidence for biotic change, and summarize data relevant to such current issues as the nature of the biotic community, the role of disturbance, stability versus rapid change, evolutionary theory, explanations of species diversity, and refugia theory. Finally, we offer examples of the utility of paleoecological techniques for ecologists and environmental scientists.",Peter Schoonmaker,urn:node:LTER,"Schoonmaker,Foster",,,,,"uid=HFR\,o=lter\,dc=ecoinformatics\,dc=org",7f55cf395ab2a4e76e0be52d81beb89d,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-hfr.77.5,2012-06-26T15:38:09.738Z,2003-01-01T00:00:00Z,2006-03-14T00:00:00Z,,,-72.44,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-hfr.77.5,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-hfr.77.5,doi:10.6073/AA/knb-lter-hfr.77.5,"Schoonmaker,Foster",,true,,,"ecology,fire,landscape,paleoecology,pollen,tree ring,wind",,,,,42.83,,doi:10.6073/AA/knb-lter-hfr.77.7,doi:10.6073/AA/knb-lter-hfr.77.4,,,"Peter Schoonmaker,David Foster",,,,,,,,2003-01-01T00:00:00Z,,"uid=HFR\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=HFR,o=LTER,dc=ecoinformatics,dc=org",,,,6699,doi:10.6073/AA/knb-lter-hfr.77.5,,42.83,,"uid=HFR,o=LTER,dc=ecoinformatics,dc=org",,Long-term Vegetation Dynamics in Southwestern New Hampshire,,2006-03-14T00:00:00Z,,-72.44,"uid=HFR\,o=lter\,dc=ecoinformatics\,dc=org"
"Chacma baboons (Papio ursinus) are found in high densities throughout
the Kruger National Park, one of southern Africa’s leading conservation areas.
Due to their prevalence and relationships to flora and fauna in the park, baboons
play a critical role in shaping Kruger’s ecology. We chose to study time
allocation in order to ascertain the significance of sex, age, and time of day to
behavioral patterns. Activity budgets were determined using focal observations
of male adults, female adults, and juveniles during three periods of the day:
morning, midday, and afternoon. We found that both sex and age affect the
amount of time that an individual spends resting, playing, and being vigilant. In
addition, time of day influences allocation towards eating/foraging, socializing,
resting, and traveling. These results provide a more thorough understanding of
75
the behavior of chacma baboons, a necessary component to developing informed
management policies of Kruger’s complex ecological systems.","Eliza Chamblin, Nick Cuneo, Edie Dooley, Mandy Gibson, Susan Lin, Dr. Cassandra Nunez",urn:node:SANPARKS,"Eliza Chamblin\, Nick Cuneo\, Edie Dooley\, Mandy Gibson\, Susan Lin\, Dr. Cassandra Nunez",,,,,,6188f3629575cd80dc6eb34ceb60605b,MD5,,"SANParks\, South Africa",urn:node:SANPARKS,https://cn.dataone.org/cn/v1/resolve/peggym.1030.1,2012-06-15T03:45:50.643Z,,2009-10-06T00:00:00Z,,,90.0,,,,https://cn.dataone.org/cn/v1/resolve/peggym.1030.1,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,peggym.1030.1,peggym.1030.1,"Eliza Chamblin\, Nick Cuneo\, Edie Dooley\, Mandy Gibson\, Susan Lin\, Dr. Cassandra Nunez",,true,,,"SANParks\, South Africa,activity budget\, behavioral ecology\, chacma baboons (Papio ursinus)\, sex differences\, Shingwedzi",,,,,45.0,,,,,,"Eliza Chamblin\, Nick Cuneo\, Edie Dooley\, Mandy Gibson\, Susan Lin\, Dr. Cassandra Nunez",,,,,,,,,,"uid=judithk\,o=SANParks\,dc=ecoinformatics\,dc=org,public",,"urn:node:SANPARKS,urn:node:CN",false,"2012-06-15T00:00:00Z,2012-06-15T00:00:00Z",,"uid=peggym,o=SANParks,dc=ecoinformatics,dc=org",,,,10897,peggym.1030.1,,-45.0,,"uid=peggym,o=SANParks,dc=ecoinformatics,dc=org",,"Sex, Age, and Time Differences in Springtime Activity Budgets of Chacma Baboons (Papio ursinus) in the Kruger National Park",,2009-10-06T00:00:00Z,,-90.0,"uid=judithk\,o=SANParks\,dc=ecoinformatics\,dc=org"
"Surface water samples were collected during low tide surveys near ten Georgia Coastal Ecosystem LTER sampling sites in December, 2003. Unfiltered subsamples were immediately preserved with buffered formalin and refrigerated for transport to the laboratory. The abundance of bacteria in each sample was determined using an epifluorescence microscope by counting DAPI-stained cells retained on a 0.2µm polycarbonate filter. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2003-12-02T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",b62ad5192ae53c3b6cb546c108023dce,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.262.20,2012-06-26T13:54:25.63Z,2005-01-01T00:00:00Z,2005-11-18T00:00:00Z,,,-81.20904,,2003-12-05T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.262.20,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-gce.262.20,doi:10.6073/AA/knb-lter-gce.262.20,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Populations,abundance,bacteria,DAPI,direct counts,microbial ecology,microscopy",,,,,31.54277,,doi:10.6073/AA/knb-lter-gce.262.21,doi:10.6073/AA/knb-lter-gce.262.19,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2005-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,40703,doi:10.6073/AA/knb-lter-gce.262.20,,31.3065,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,December 2003 surface water bacterial abundance at ten Georgia Coastal Ecosystems LTER sampling sites,,2005-11-18T00:00:00Z,,-81.47467,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"This experiment was established on top of E002 in field B. In the spring of 1992, 3 randomly chosen replicates of each nutrient treatment of experiment E002 were chosen to be burned each spring. For a description of these plots, see E002. For a list of treatments, see the treatment layouts in file trmte98.",David Tilman,urn:node:LTER,Tilman,2009-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",23dbffc882ed79c26c2a0444495e4e68,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.59098.123,2012-06-26T16:37:52.293Z,2012-06-14T00:00:00Z,2012-03-16T23:00:00Z,,,-93.16289,,2009-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cdr.59098.123,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cdr.59098.123,doi:10.6073/AA/knb-lter-cdr.59098.123,Tilman,,true,,,"carbon,ecology,ecosystems,nitrogen",,,,,45.44138,,,doi:10.6073/AA/knb-lter-cdr.59098.122,,,David Tilman,,,,,,,,2012-06-14T00:00:00Z,,"public,uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,14145,doi:10.6073/AA/knb-lter-cdr.59098.123,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,Root carbon/nitrogen data: Fire X Nitrogen: Interactive Effects in a Prairie-Like Grassland,,2012-03-16T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"",Mark Ohman,urn:node:LTER,Ohman,,,,,"uid=CCE\,o=lter\,dc=ecoinformatics\,dc=org",4d1d3d070968b14332e0a2e3db303f06,MD5,,California Current Ecosystem Long-Term Ecological Research Program,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cce.172.2,2012-06-26T14:32:13.364Z,,2010-02-10T00:00:00Z,,,,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-cce.172.2,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-cce.172.2,doi:10.6073/AA/knb-lter-cce.172.2,Ohman,,true,,,"Habitat marine,Level of Organization organism,Measurements carbon,Mesozooplankton ecology,Population Studies,Signature Dataset,Southern California Bight,Taxonomy invertebrate,Eastern Boundary Current,LTER,San Diego",,,,,,,doi:10.6073/AA/knb-lter-cce.172.3,doi:10.6073/AA/knb-lter-cce.172.1,,,Mark Ohman,,,,,,,California Current Ecosystem Long-Term Ecological Research Program,,,"uid=CCE\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=CCE,o=LTER,dc=ecoinformatics,dc=org",,,,9224,doi:10.6073/AA/knb-lter-cce.172.2,,,,"uid=CCE,o=LTER,dc=ecoinformatics,dc=org",,Assembled file of spring annual averages of abundance of five species of cool regime salps. Original data from the <a href='http://oceaninformatics.ucsd.edu/zooplankton'>zooplankton dataspace</a>.,,2010-02-10T00:00:00Z,,,"uid=CCE\,o=lter\,dc=ecoinformatics\,dc=org"
"Permanent plots are a powerful tool for understanding systems over the long term because of the rigorous quantification of patterns in a spatially refined way and because of the comparability of numerous variables measured in the same place. In 1998, 7 plots were surveyed into 3 forests in the study region of the Baltimore Ecosystem Study (BES): Oregon Ridge Park (4 plots), Hillsdale Park (1 plot), and Leakin Park (2 plots). Plots were surveyed in to correct for slope and to achieve an accuracy of plot side length to within 0.5 cm. Plots are 1600 m2 with the exception of the Hillsdale plot which is 900 m2. The Hillsdale plot is smaller to fit within the confines of the forest patch. Sites were selected 1) to represent urban and non-urban forests, 2) away from obvious habitat boundaries or edges, 3) with consistent drainage lines within the plot, and 4) with at least 80 % continuous tree canopy. All vegetation layers were sampled in order to characterize the structure and composition of the plant community. A variety of sampling methods were used for the different layers but all layers were quantified with a high level of detail to minimize variation and to best characterize the plot.","M. L. Cadenasso, Cary Institute of Ecosystem Studies, Millbrook, New York
S.T.A. Pickett, Cary Institute of Ecosystem Studies, Millbrook, New York",urn:node:LTER,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",2f413b69a19ecb063ae4053c3866af4a,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.521.35,2012-06-26T10:24:15.112Z,2003-03-01T00:00:00Z,2010-03-06T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.521.35,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.521.35,doi:10.6073/AA/knb-lter-bes.521.35,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,true,,,"Environmental\, vegetation\, urban ecology\, riparian\, biodiversity\, baltimore\, riparian vegetation\, rural-urban gradient\, hydrology\, exotics\, diversity,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Maryland",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.521.36,doi:10.6073/AA/knb-lter-bes.521.34,,,"M. L. Cadenasso\, Cary Institute of Ecosystem Studies\, Millbrook\, New York\nS.T.A. Pickett\, Cary Institute of Ecosystem Studies\, Millbrook\, New York",,,,,,,,2003-03-01T00:00:00Z,,"public,uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,5460,doi:10.6073/AA/knb-lter-bes.521.35,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,Vegetation - Permanent Plots - Seedlings BES ID 521-,,2010-03-06T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
CUAHSI Water Data Service for Baltimore Ecosystem Study Precipitation Data,Michael McGuire,urn:node:LTER,Michael McGuire,,,,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org",050ff445574de1a256dafa44857f1f4e,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.478.49,2012-06-26T11:32:23.786Z,2010-01-26T00:00:00Z,2010-02-05T00:00:00Z,,,-76.01201,,,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-bes.478.49,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-bes.478.49,doi:10.6073/AA/knb-lter-bes.478.49,Michael McGuire,,true,,,"atmospheric science\,  ecology\,  air pollution\,  rainfall\,  gauge\,  rain,Baltimore\, MD\, Washington\, D.C\, Chesapeake Bay\, Baltimore-Washington\, Maryland",,,,,39.724846,,doi:10.6073/AA/knb-lter-bes.478.50,doi:10.6073/AA/knb-lter-bes.478.48,,,Michael McGuire,,,,,,,,2010-01-26T00:00:00Z,,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,,,4156,doi:10.6073/AA/knb-lter-bes.478.49,,38.708366,,"uid=BES,o=LTER,dc=ecoinformatics,dc=org",,CUAHSI Water Data Service: Baltimore Ecosystem Study Precipitation Data BES ID 478-,,2010-02-05T00:00:00Z,,-77.314186,"uid=""BES""\,o=lter\,dc=ecoinformatics\,dc=org"
"Surface water samples were collected during low tide survays near ten Georgia Coastal Ecosystem LTER sampling sites in March, 2002. The incorporation of tritiated leucine in unfiltered samples during one hour incubations was measured using a standard microcentrifuge method to estimate bacterial productivity in each sample. This study was part of the GCE-LTER hydrographic monitoring program, and will be repeated quarterly.",Robert E. Hodson,urn:node:LTER,Hodson,2002-03-25T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",0e84b3480b0fbbfd53937bf49593dfad,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Georgia",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.98.15,2012-06-26T14:57:11.572Z,2003-01-01T00:00:00Z,2006-03-01T00:00:00Z,,,-81.194084,,2002-03-29T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.98.15,eml://ecoinformatics.org/eml-2.0.1,METADATA,,,,doi:10.6073/AA/knb-lter-gce.98.15,doi:10.6073/AA/knb-lter-gce.98.15,Hodson,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Population Studies,bacteria,bacterial production,leucine,microbial ecology",,,,,31.55025,,doi:10.6073/AA/knb-lter-gce.98.16,doi:10.6073/AA/knb-lter-gce.98.8,,,"Georgia Coastal Ecosystems LTER Project,Robert E. Hodson",,,,,,,Georgia Coastal Ecosystems LTER Project,2003-01-01T00:00:00Z,,"public,uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,45106,doi:10.6073/AA/knb-lter-gce.98.15,,31.303976,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,March 2002 surface water bacterial productivity at ten Georgia Coastal Ecosystems LTER sampling sites,,2006-03-01T00:00:00Z,,-81.494225,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
"Climate changes forecast for our region by GCM's and shifts in biodiversity and composition each have the potential to alter ecosystem functioning; their interactive effects are unknown. The ""BAC"" experiment is designed to determine the direct and interactive effects of plant species numbers, plant community composition, temperature, and precipitation on 11 productivity, C and N dynamics, stability, and plant, microbe, and insect species abundances in CDR grassland ecosystems. 
 
The experiment uses a subset of 42 plots from the Biodiversity experiment: 14 monoculture plots (one randomly chosen replicate for each of the 14 non-woody species that became well established in monoculture), 14 plots planted to 4 species (randomly chosen from 4-species plots planted with combination of these 14 species), and 14 plots planted to 16 species (randomly chosen from all 16 species plots containing these 14 species). Plant species are from 4 different functional groups (4 species, each, of C3 grasses, C4 grasses, legumes and non-legume forbs) that are likely to respond differently to changes in temperature and water availability. Treatments, to be applied to 4 subplots (3 m x 4 m each) within each of these 42 plots, will create conditions that are (a) warmer than ambient, (b) warmer and watered, (c) ambient temperature but watered, and (d) un-warmed and un-watered, i.e., a full factorial of ambient or elevated temperature and of ambient or elevated precipitation. Temperature will be increased using infrared heat lamps (DeValpine and Harte 2001, Kimball 2005), and increased precipitation using automatic sprinklers; both methods were tested and refined in 2005.",David Tilman,urn:node:LTER,Tilman,2009-01-01T00:00:00Z,,,,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",3c589bda5c5ae676fc2095028209cf99,MD5,,,urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/knb-lter-cdr.82249.123,2012-07-05T21:21:13.787Z,2012-07-03T00:00:00Z,2012-03-12T23:00:00Z,,,-93.16289,,2010-01-01T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/knb-lter-cdr.82249.123,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,knb-lter-cdr.82249.123,knb-lter-cdr.82249.123,Tilman,,true,,,"diversity,ecology,ecosystems,precipitation,roots,species,temperature,water",,,,,45.44138,,,doi:10.6073/AA/knb-lter-cdr.82249.122,,,David Tilman,,,,,,,,2012-07-03T00:00:00Z,,"public,uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org",,"urn:node:LTER,urn:node:CN",false,"2012-07-05T00:00:00Z,2012-07-05T00:00:00Z",,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,,,9493,knb-lter-cdr.82249.123,,45.384865,,"uid=CDR,o=LTER,dc=ecoinformatics,dc=org",,Root biomass data: BAC: Biodiversity and Climate,,2012-03-12T23:00:00Z,,-93.22445,"uid=CDR\,o=lter\,dc=ecoinformatics\,dc=org"
"The biomass of plants surveyed in permanent plots at 10 GCE LTER sampling sites in October 2000 was estimated based on allometric relationships between biomass and shoot height and flowering status derived for each site, zone, and species in October 2002. Biomass was only calculated for dominant species, including Spartina alterniflora, S. cynosuroides, Juncus roemerianus, and Zizaniopsis miliacea. This data set is based on GCE plant monitoring survey data set PLT-GCEM-0101, and allometric relationships were based on GCE data set PLT-GCEM-0211b.",Steven C. Pennings,urn:node:LTER,Pennings,2000-10-10T00:00:00Z,,,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org",93fcbea97e049e84b4a9bd70bf253b9f,MD5,,"Georgia Coastal Ecosystems LTER Project,University of Houston",urn:node:LTER,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.92.30,2012-06-26T14:53:48.936Z,2003-01-01T00:00:00Z,2005-07-27T23:00:00Z,,,-81.19566,,2000-10-18T00:00:00Z,,https://cn.dataone.org/cn/v1/resolve/doi%3A10.6073%2FAA%2Fknb-lter-gce.92.30,eml://ecoinformatics.org/eml-2.1.0,METADATA,,,,doi:10.6073/AA/knb-lter-gce.92.30,doi:10.6073/AA/knb-lter-gce.92.30,Pennings,,true,,,"Sapelo Island,Georgia,USA,GCE,LTER,Primary Production,biomass,flowering,Juncus Roemerianus,marsh,plant ecology,Scirpus,shoot height,Spartina alterniflora,Spartina cynosuroides,Zizaniopsis miliacea",,,,,31.552553,,doi:10.6073/AA/knb-lter-gce.92.31,doi:10.6073/AA/knb-lter-gce.92.29,,,"Georgia Coastal Ecosystems LTER Project,Steven C. Pennings",,,,,,,Georgia Coastal Ecosystems LTER Project,2003-01-01T00:00:00Z,,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org,public",,"urn:node:LTER,urn:node:CN",false,"2012-06-26T00:00:00Z,2012-06-26T00:00:00Z",,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,,,55031,doi:10.6073/AA/knb-lter-gce.92.30,,31.304064,,"uid=GCE,o=lter,dc=ecoinformatics,dc=org",,Fall 2000 plant monitoring survey -- biomass calculated from shoot height and flowering status of plants in permanent plots at GCE sampling sites 1-10,,2005-07-27T23:00:00Z,,-81.4935,"uid=GCE\,o=lter\,dc=ecoinformatics\,dc=org"
