lake Name,DATE,YEAR,COL #,Unknown cyclopoid Total,Unknown cyclopoid Adult,Cyclopoid Unknown-Immature,Cyclops scutifer Total,Cyclops scutifer Adult,Cyclops scutifer Immature,Tropocyclops extensus Total,Tropocyclops extensus Adult,Tropocyclops extensus Immature,Mesocyclops edax Total,Mesocyclops edax,Mesocyclops edax Immature,Orthocyclops modesti Total,Orthocyclops modesti Adults,Orthocyclops modesti Immature,Cyclopoid copepidids,CYCOPEP ,Leptodiaptomus minutus Total,Leptodiaptomus minutus,Leptodiaptomus minutus Immature,Aglaodiaptomus leptopus Total,Aglaodiaptomus leptopus Adult,Aglaodiaptomus leptopus Immature,Skistidiaptomus oregonensis-Adult,Skistidiaptomus oregonensis-Immature,Skistodiaptomus oregonensis Total,Skistodiaptomus oregonensis Adult,Skistodiaptomus oregonensis Immature,Epischura lacustris Total,Epischura lacustris Adult,Epischura lacustris Immature,Daphnia mendotae,Daphnia pulicaria,Daphnia retrocurva,Daphnia dubia,Daphnia catawba,Daphnia ambigua,Daphnia pulex,Daphnia parvula,Bosmina longirostris,Eubosmina ,Diaphanosoma brachyurum,Diaphanosoma bergei,Holopedium gibberum,Polyphemus pediculus,Ceriodaphnia quadrangular,Chydoris species,Leptodora kindti,Alona sp.,Sida crystallina,,
South,7/11/2011,2011,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.21,509.26,0.00,1543.21,2299.38,0.00,0.00,0.00,0.00,0.00,0.00,979.94,1304.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.30,0.00,0.00,0.00,11172.84,0.00,0.00,0.00,216.05,0.00,0.00,0.00,0.00,0.00,0.00,,
South,8/8/2011,2011,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.88,38.88,0.00,476.28,1156.69,0.00,0.00,0.00,0.00,0.00,0.00,758.16,398.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.88,0.00,0.00,0.00,2430.02,602.64,0.00,0.00,281.88,0.00,0.00,0.00,0.00,0.00,0.00,,
South,7/10/2012,2012,40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.50,220.33,0.00,456.41,2140.38,0.00,0.00,0.00,0.00,0.00,0.00,613.79,802.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.69,0.00,0.00,0.00,8545.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
South,8/6/2012,2012,41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,542.97,873.47,0.00,354.11,10151.09,0.00,0.00,0.00,0.00,0.00,0.00,448.54,1133.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306.89,0.00,0.00,0.00,3257.79,661.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,6/20/1994,1994,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12997.00,7250.00,5747.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,3814.00,0.00,0.00,0.00,363.79,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/25/1994,1994,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25681.00,20543.00,5138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356.00,0.00,0.00,0.00,13160.00,0.00,3535.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/23/1994,1994,3,0.00,0.00,0.00,0.00,0.00,0.00,145.00,54.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4357.00,2147.00,2210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,6/13/1995,1995,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23634.59,7592.59,16042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.08,0.00,0.00,0.00,30.62,0.00,1867.53,30.62,0.00,0.00,0.00,0.00,0.00,,
Squash,8/15/1995,1995,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618.28,94.09,524.19,0.00,0.00,0.00,0.00,0.00,3931.49,1478.49,2453.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,9/6/1995,1995,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.00,0.00,244.00,0.00,0.00,0.00,0.00,0.00,15501.89,8248.89,7253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1031.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,6/18/1996,1996,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8691.76,7190.86,1500.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.20,0.00,0.00,0.00,11.20,0.00,593.64,0.00,5297.94,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/18/1996,1996,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5076.05,3256.05,1820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.31,0.00,0.00,0.00,114.92,0.00,8140.12,0.00,666.53,91.94,0.00,0.00,0.00,0.00,0.00,,
Squash,8/15/1996,1996,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4983.33,2000.00,2983.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,4867.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/8/1997,1997,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,424.56,234.63,189.94,0.00,0.00,0.00,0.00,0.00,9619.71,6022.09,3597.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279.32,0.00,0.00,0.00,0.00,0.00,11496.72,0.00,3854.59,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/12/1997,1997,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3541.67,2006.94,1534.72,0.00,0.00,0.00,0.00,0.00,9247.69,7043.98,2203.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.76,0.00,0.00,0.00,0.00,0.00,13891.00,0.00,1849.54,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/8/1998,1998,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8868.75,3618.75,5250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.38,0.00,262.50,0.00,1584.38,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/11/1998,1998,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3487.50,937.50,2550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.25,0.00,0.00,0.00,18.75,0.00,8793.75,0.00,206.25,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/8/1999,1999,14,0.00,0.00,0.00,0.00,0.00,0.00,1189.80,0.00,1189.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7837.49,6364.49,1473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,491.03,0.00,0.00,0.00,0.00,0.00,16072.00,0.00,1114.26,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/17/1999,1999,15,0.00,0.00,0.00,0.00,0.00,0.00,426.67,0.00,426.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7360.00,1280.00,6080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,746.67,0.00,1066.67,0.00,0.00,1493.33,0.00,0.00,0.00,0.00,0.00,,
Squash,7/12/2000,2000,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17109.84,6307.84,10802.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,982.06,0.00,3569.41,0.00,982.06,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/15/2000,2000,17,0.00,0.00,0.00,0.00,0.00,0.00,576.06,0.00,576.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9540.45,4536.45,5004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4392.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/10/2001,2001,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,8578.70,3085.19,5493.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,708.33,0.00,535.19,228.24,0.00,0.00,0.00,0.00,0.00,,
Squash,9/6/2001,2001,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7223.96,3872.57,3351.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755.40,0.00,0.00,29.70,0.00,0.00,0.00,0.00,0.00,,
Squash,9/12/2002,2002,20,0.00,0.00,0.00,0.00,0.00,0.00,130.00,105.00,25.00,0.00,0.00,0.00,30.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,2085.00,1045.00,1040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,10.00,0.00,345.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,9/18/2002,2002,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,10.00,95.00,0.00,0.00,0.00,0.00,0.00,2810.00,1575.00,1235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,195.00,0.00,155.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/10/2003,2003,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.50,337.50,0.00,0.00,0.00,0.00,0.00,0.00,14662.50,2812.50,11850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.50,0.00,3675.00,0.00,6750.00,112.50,0.00,0.00,0.00,0.00,0.00,,
Squash,8/7/2003,2003,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,40.00,800.00,0.00,0.00,0.00,0.00,0.00,14720.00,3120.00,11600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,0.00,6160.00,0.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/21/2004,2004,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6258.68,1032.99,5225.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4666.67,0.00,486.11,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/4/2004,2004,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,0.00,340.00,0.00,0.00,0.00,0.00,0.00,13740.00,2020.00,11720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5240.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/13/2005,2005,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,16.67,33.33,0.00,0.00,0.00,0.00,0.00,10300.00,2216.67,8083.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.33,0.00,2150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,8/10/2005,2005,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262.50,25.00,237.50,0.00,0.00,0.00,0.00,0.00,7512.50,2000.00,5512.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,2850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squash,7/14/2006,2006,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,10287.50,762.50,9525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,187.50,0.00,37.50,37.50,0.00,0.00,0.00,12.50,0.00,,
Squash,8/11/2006,2006,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.50,87.50,200.00,0.00,0.00,0.00,0.00,0.00,5762.50,1900.00,3862.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,1100.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,6/28/1994,1994,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2315.24,1379.23,936.01,0.00,0.00,0.00,0.00,0.00,66668.30,28079.27,38589.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.87,21.87,138.00,0.00,0.00,0.00,0.00,2016.87,0.00,0.00,0.00,2559.70,0.00,0.00,0.00,1138.61,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/2/1994,1994,2,0.00,0.00,0.00,0.00,0.00,0.00,848.32,746.81,101.51,3574.54,1152.84,2421.69,0.00,0.00,0.00,0.00,0.00,35121.81,33497.68,1624.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181.26,0.00,0.00,0.00,0.00,1051.33,0.00,1232.60,58.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/31/1994,1994,3,0.00,0.00,0.00,0.00,0.00,0.00,1023.79,1023.79,0.00,3558.89,1950.08,1608.81,0.00,0.00,0.00,0.00,0.00,47484.40,22864.66,24619.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1072.54,0.00,0.00,0.00,97.50,0.00,0.00,341.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,6/20/1995,1995,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2351.25,855.00,1496.25,0.00,0.00,0.00,0.00,0.00,83077.50,13893.75,69183.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.75,0.00,0.00,0.00,0.00,498.75,0.00,2208.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/8/1995,1995,5,0.00,0.00,0.00,0.00,0.00,0.00,450.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62010.00,60840.00,1170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810.00,0.00,0.00,0.00,0.00,630.00,0.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,9/14/1995,1995,6,0.00,0.00,0.00,0.00,0.00,0.00,979.17,979.17,0.00,2135.42,739.58,1395.83,0.00,0.00,0.00,0.00,0.00,43166.67,32489.58,10677.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,343.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,6/26/1996,1996,7,0.00,0.00,0.00,0.00,0.00,0.00,9690.00,9690.00,0.00,3570.00,3570.00,0.00,0.00,0.00,0.00,0.00,0.00,44313.00,44313.00,0.00,1813.00,1813.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.67,0.00,0.00,0.00,0.00,28616.67,0.00,1700.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/23/1996,1996,8,0.00,0.00,0.00,0.00,0.00,0.00,8319.00,8319.00,0.00,1307.00,733.00,574.00,0.00,0.00,0.00,0.00,0.00,35859.38,33532.50,2326.88,574.00,574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,637.50,0.00,0.00,0.00,0.00,382.50,0.00,2454.38,127.50,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/15/1996,1996,9,0.00,0.00,0.00,0.00,0.00,0.00,2932.50,2805.00,127.50,1020.00,807.50,212.50,0.00,0.00,0.00,0.00,0.00,28177.50,26987.50,1190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,0.00,0.00,0.00,0.00,1530.00,0.00,3825.00,297.50,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/14/1997,1997,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4193.33,2833.33,1360.00,0.00,0.00,0.00,0.00,0.00,30060.00,14866.67,15193.33,666.67,480.00,186.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466.67,0.00,0.00,0.00,1813.00,1813.00,0.00,93.33,693.33,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/18/1997,1997,11,0.00,0.00,0.00,0.00,0.00,0.00,1196.07,1196.07,0.00,5260.58,2540.32,2720.26,0.00,0.00,0.00,0.00,0.00,46329.13,29277.22,17051.92,328.00,201.00,127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,825.60,0.00,0.00,0.00,0.00,317.54,0.00,9610.89,963.21,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/14/1998,1998,12,0.00,0.00,0.00,0.00,0.00,0.00,816.00,357.00,459.00,1887.00,969.00,918.00,0.00,0.00,0.00,0.00,0.00,8160.00,6196.50,1963.50,1224.00,714.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4003.50,0.00,0.00,0.00,0.00,1861.50,0.00,867.00,433.50,153.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/12/1998,1998,13,0.00,0.00,0.00,0.00,0.00,0.00,576.00,180.00,396.00,864.00,540.00,324.00,0.00,0.00,0.00,0.00,0.00,3864.00,2328.00,1536.00,372.00,132.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732.00,0.00,0.00,0.00,0.00,1380.00,0.00,1284.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/6/1999,1999,14,0.00,0.00,0.00,0.00,0.00,0.00,11000.00,4500.00,6500.00,7500.00,1000.00,6500.00,0.00,0.00,0.00,0.00,0.00,16500.00,8000.00,8500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,4620.00,9380.00,0.00,3500.00,1000.00,0.00,0.00,0.00,500.00,0.00,0.00,,
Squaw,8/16/1999,1999,15,0.00,0.00,0.00,0.00,0.00,0.00,4393.42,566.89,3826.53,6377.55,0.00,6377.55,0.00,0.00,0.00,0.00,0.00,9778.91,7653.06,2125.85,850.34,850.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,566.89,0.00,0.00,0.00,140.00,285.00,0.00,2692.74,3401.36,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/11/2000,2000,16,0.00,0.00,0.00,0.00,0.00,0.00,8303.43,7157.70,1145.73,6333.02,1661.95,4671.07,0.00,0.00,0.00,0.00,0.00,8246.77,7044.38,1202.39,1032.42,774.32,258.11,0.00,0.00,0.00,0.00,0.00,314.76,314.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5388.73,314.76,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/14/2000,2000,17,0.00,0.00,0.00,0.00,0.00,0.00,3290.68,1755.03,1535.65,2522.85,1773.31,749.54,0.00,0.00,0.00,0.00,0.00,2879.34,2879.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.77,0.00,0.00,0.00,0.00,0.00,0.00,1755.03,255.94,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/9/2001,2001,18,0.00,0.00,0.00,0.00,0.00,0.00,607.14,273.81,333.33,851.19,279.76,571.43,0.00,0.00,0.00,0.00,0.00,12672.59,9226.19,3446.40,553.60,404.80,148.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.38,0.00,0.00,0.00,3327.38,0.00,0.00,625.00,869.05,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,9/5/2001,2001,19,0.00,0.00,0.00,0.00,0.00,0.00,3355.31,2176.88,1178.44,1200.94,225.00,975.94,0.00,0.00,0.00,0.00,0.00,11284.39,9014.70,2269.69,450.00,272.81,177.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1451.25,0.00,0.00,0.00,765.00,0.00,0.00,1184.06,767.81,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/22/2002,2002,20,0.00,0.00,0.00,0.00,0.00,0.00,742.57,472.55,270.03,1192.62,382.54,810.08,0.00,0.00,0.00,0.00,0.00,11273.63,7785.78,3487.85,67.51,67.51,0.00,0.00,0.00,0.00,0.00,0.00,22.50,22.50,0.00,0.00,0.00,0.00,0.00,1620.16,0.00,0.00,0.00,472.55,0.00,0.00,135.01,540.05,22.50,0.00,0.00,22.50,0.00,0.00,,
Squaw,9/19/2002,2002,21,0.00,0.00,0.00,0.00,0.00,0.00,533.33,293.33,240.00,1066.67,133.33,933.33,0.00,0.00,0.00,0.00,0.00,10213.33,8960.00,1253.33,586.67,560.00,26.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10320.00,0.00,0.00,0.00,480.00,0.00,0.00,80.00,53.33,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/9/2003,2003,22,0.00,0.00,0.00,0.00,0.00,0.00,133.33,88.89,44.44,4000.00,666.67,3333.33,0.00,0.00,0.00,0.00,0.00,26044.50,19866.70,6177.80,266.67,177.78,88.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4400.00,311.11,0.00,0.00,2266.67,355.56,0.00,755.56,711.11,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/6/2003,2003,23,0.00,0.00,0.00,0.00,0.00,0.00,150.04,75.02,75.02,2550.64,675.17,1875.47,0.00,0.00,0.00,0.00,0.00,42760.65,39759.90,3000.75,525.13,375.09,150.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4126.03,0.00,0.00,0.00,225.06,0.00,0.00,1200.30,150.04,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,7/13/2004,2004,24,0.00,0.00,0.00,0.00,0.00,0.00,194.44,48.61,145.83,1166.67,170.14,996.53,0.00,0.00,0.00,0.00,0.00,12420.14,24.31,12395.83,97.22,0.00,97.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,826.39,0.00,0.00,0.00,0.00,0.00,0.00,388.89,388.89,0.00,0.00,0.00,0.00,0.00,0.00,,
Squaw,8/3/2004,2004,25,0.00,0.00,0.00,0.00,0.00,0.00,180.00,180.00,0.00,2745.00,315.00,2430.00,0.00,0.00,0.00,0.00,0.00,27180.00,2970.00,24210.00,97.22,0.00,97.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2655.00,0.00,0.00,0.00,135.00,0.00,0.00,1260.00,855.00,0.00,0.00,0.00,45.00,0.00,0.00,,
Squaw,7/11/2005,2005,26,0.00,0.00,0.00,0.00,0.00,0.00,100.00,50.00,50.00,1200.00,475.00,725.00,0.00,0.00,0.00,0.00,0.00,12150.00,2225.00,9925.00,75.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,125.00,0.00,0.00,25.00,2900.00,0.00,0.00,0.00,0.00,0.00,0.00,,
